"","Name","Department","City","Point_Type","Type","Cost","Period","Quota","Rank","Base_Score","Summary","Latitude","Longitude"
"1901","KIRIKKALE ÜNİVERSİTESİ","Tarih","KIRIKKALE","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",403829,270.40591,"İÖ TS-2 ",39.8793591,33.4458898
"1902","BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ","Görsel İletişim Tasarımı","BURDUR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",404134,270.36342,"Ücretsiz ",37.6909366,30.3431778
"1903","TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","TOKAT","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",404420,270.32737,"İÖ TS-2 ",40.3310921,36.4798344
"1904","İSTANBUL ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","İSTANBUL","SÖZ","Devlet","UE-Ücretli","Uzaktan","150 + 4",406490,270.05858,"Uzaktan Öğretim TS-2 ",41.0126037,28.961838
"1905","TRAKYA ÜNİVERSİTESİ","Tarih","EDİRNE","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",406557,270.04902,"İÖ TS-2 ",41.6412642,26.615635
"1906","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","Tarih","KARAMAN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",406815,270.0183,"Ücretsiz TS-2 ",37.1795766,33.2544756
"1907","İNÖNÜ ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","MALATYA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",407165,269.97041,"Ücretsiz ",38.3302973,38.4399655
"1908","KIRKLARELİ ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","KIRKLARELİ","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",407174,269.96854,"İÖ TS-2 ",41.7948803,27.171464
"1909","MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ","Sanat Tarihi","MUĞLA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",408328,269.82184,"Ücretsiz TS-2 ",37.1661501,28.3767512
"1910","İNÖNÜ ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","MALATYA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",408805,269.75555,"Ücretsiz TS-2 ",38.3302973,38.4399655
"1911","KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","KARAMAN","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",409324,269.69562,"İÖ TS-2 ",37.1795766,33.2544756
"1912","TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ","Tarih","TOKAT","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",409522,269.66676,"Ücretsiz TS-2 ",40.3310921,36.4798344
"1913","ATATÜRK ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","ERZURUM","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",410202,269.57704,"Ücretsiz TS-2 ",39.9012531,41.2481848
"1914","GAZİANTEP ÜNİVERSİTESİ","Gazetecilik","GAZİANTEP","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",410797,269.49841,"Ücretsiz TS-2 ",37.0376884,37.3123803
"1915","FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ","Tarih","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","20 + 0",410801,269.49772,"%50 İndirimli TS-2 ",41.0178642,29.0226747
"1916","NECMETTİN ERBAKAN ÜNİVERSİTESİ","Tarih","KONYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","65 + 2",411668,269.38625,"İÖ TS-2 ",37.8786688,32.4844151
"1917","SİNOP ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","SİNOP","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",412759,269.24574,"İÖ TS-2 ",42.005882,35.090169
"1918","SELÇUK ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","KONYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","75 + 2",414952,268.96198,"İÖ TS-2 ",38.029533,32.506051
"1919","MARDİN ARTUKLU ÜNİVERSİTESİ","Tarih","MARDİN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",416998,268.69932,"Ücretsiz TS-2 ",37.3352521,40.7067008
"1920","YOZGAT BOZOK ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","YOZGAT","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",417275,268.66236,"İÖ TS-2 ",39.7765263,34.8005086
"1921","BEYKENT ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Fakülte)","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","52 + 0",418301,268.53765,"%50 İndirimli ",41.1173086,29.0036006
"1922","BALIKESİR ÜNİVERSİTESİ","Rekreasyon Yönetimi(Fakülte)","BALIKESİR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",419269,268.41629,"Ücretsiz ",39.541071,28.008696
"1923","BAŞKENT ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","ANKARA","SÖZ","Vakıf","%50 İndirimli","Gündüz","16 + 0",419589,268.37768,"%50 İndirimli TS-2 ",39.8876842,32.6543665
"1924","ORDU ÜNİVERSİTESİ","Sinema ve Televizyon","ORDU","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",420209,268.29881,"Ücretsiz TS-2 ",40.9764118,37.9698479
"1925","AKSARAY ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","AKSARAY","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",421203,268.17785,"İÖ TS-2 ",38.3251974,33.9776579
"1926","HOCA AHMET YESEVİ ULUSLARARASI TÜRK-KAZAK ÜNİVERSİTESİ","İlahiyat","TÜRKİSTAN-KAZAKİSTAN","SÖZ","Yabancı","Ücretsiz/Ücretli","Gündüz","15 + 0",422967,267.9432,"Ücretli TS-1 ",39.9246231,32.8309224
"1927","ONDOKUZ MAYIS ÜNİVERSİTESİ","Sanat Tarihi","SAMSUN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",423161,267.91647,"Ücretsiz TS-2 ",41.3672196,36.1984655
"1928","GÜMÜŞHANE ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","GÜMÜŞHANE","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",424098,267.79706,"İÖ TS-2 ",40.4359825,39.5136524
"1929","KASTAMONU ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","KASTAMONU","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",424232,267.78092,"Ücretsiz TS-2 ",41.375878,33.7776307
"1930","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","ISPARTA","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",425668,267.58884,"İÖ TS-2 ",37.8292005,30.5263249
"1931","KADİR HAS ÜNİVERSİTESİ","Yeni Medya(Fakülte)","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","6 + 0",426479,267.48019,"İngilizce  %50 İndirimli TS-2 ",41.024887,28.9588398
"1932","ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ERZİNCAN","SÖZ","Devlet","İÖ-Ücretli","İkinci","65 + 2",428527,267.22647,"İÖ TS-2 ",39.7604905,39.5068728
"1933","ARTVİN ÇORUH ÜNİVERSİTESİ","Tarih","ARTVİN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",429083,267.15762,"Ücretsiz TS-2 ",41.1984172,41.8495734
"1934","KADİR HAS ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","12 + 0",429115,267.15378,"İngilizce  %50 İndirimli TS-2 ",41.024887,28.9588398
"1935","BEYKOZ ÜNİVERSİTESİ","İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","4 + 0",429223,267.13977,"%75 İndirimli ",41.095822,29.09205
"1936","İSTANBUL MEDİPOL ÜNİVERSİTESİ","Görsel İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","22 + 0",431932,266.80198,"%50 İndirimli ",41.088498,29.088595
"1937","YOZGAT BOZOK ÜNİVERSİTESİ","Tarih","YOZGAT","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",432044,266.78971,"Ücretsiz TS-2 ",39.7765263,34.8005086
"1938","ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","Rekreasyon Yönetimi(Fakülte)","ANKARA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","69 + 2",433412,266.61953,"Ücretsiz ",39.917717,32.842712
"1939","GİRESUN ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","GİRESUN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",434481,266.49438,"Ücretsiz TS-2 ",40.9147814,38.322115
"1940","IĞDIR ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","IĞDIR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",435054,266.42449,"Ücretsiz ",39.8163699,44.0774752
"1941","PAMUKKALE ÜNİVERSİTESİ","Çağdaş Türk Lehçeleri ve Edebiyatları","DENİZLİ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",436837,266.20512,"Ücretsiz TS-2 ",37.7381573,29.1039378
"1942","NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ","Halkla İlişkiler ve Reklamcılık(Fakülte)","NİĞDE","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",437240,266.15571,"Ücretsiz TS-2 ",37.9414568,34.6243315
"1943","KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ","Görsel İletişim Tasarımı","KÜTAHYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",437520,266.12073,"İÖ TS-2 ",39.47869,29.897701
"1944","NECMETTİN ERBAKAN ÜNİVERSİTESİ","Rekreasyon Yönetimi(Fakülte)","KONYA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",439629,265.8597,"Ücretsiz TS-2 ",37.8786688,32.4844151
"1945","MERSİN ÜNİVERSİTESİ","Sanat Tarihi","MERSİN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",440210,265.78534,"Ücretsiz TS-2 ",36.7856856,34.5301964
"1946","KİLİS 7 ARALIK ÜNİVERSİTESİ","Tarih","KİLİS","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",440328,265.76961,"Ücretsiz TS-2 ",36.731462,37.102747
"1947","TRAKYA ÜNİVERSİTESİ","Sanat Tarihi","EDİRNE","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",440535,265.74502,"Ücretsiz TS-2 ",41.6412642,26.615635
"1948","İSTANBUL BİLGİ ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Yüksekokul)","İSTANBUL","SÖZ","Vakıf","%25 İndirimli","Gündüz","13 + 0",440904,265.70027,"İngilizce  %25 İndirimli YGS-4 ",41.0671816,28.9455079
"1949","MANİSA CELÂL BAYAR ÜNİVERSİTESİ","Sanat Tarihi","MANİSA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",441935,265.5727,"Ücretsiz TS-2 ",38.6783153,27.3084833
"1950","KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ","Tarih","KÜTAHYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","85 + 3",442115,265.54755,"İÖ TS-2 ",39.47869,29.897701
"1951","KIRGIZİSTAN-TÜRKİYE MANAS ÜNİVERSİTESİ","Tarih","BİŞKEK-KIRGIZİSTAN","SÖZ","Yabancı","Ücretsiz/Ücretli","Gündüz","3 + 0",442301,265.52822,"Ücretli TS-2 ",42.8351943,74.5753687
"1952","ATATÜRK ÜNİVERSİTESİ","Gazetecilik","ERZURUM","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",442429,265.51212,"Ücretsiz TS-2 ",39.9012531,41.2481848
"1953","AFYON KOCATEPE ÜNİVERSİTESİ","Tarih","AFYONKARAHİSAR","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",442759,265.46952,"İÖ TS-2 ",38.8180452,30.5344836
"1954","İNÖNÜ ÜNİVERSİTESİ","Tarih","MALATYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",443723,265.35077,"İÖ TS-2 ",38.3302973,38.4399655
"1955","ORDU ÜNİVERSİTESİ","Tarih","ORDU","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",447163,264.94258,"İÖ TS-2 ",40.9764118,37.9698479
"1956","GÜMÜŞHANE ÜNİVERSİTESİ","Tarih","GÜMÜŞHANE","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",447365,264.91796,"Ücretsiz TS-2 ",40.4359825,39.5136524
"1957","İSTANBUL AYDIN ÜNİVERSİTESİ","Görsel İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","27 + 0",450144,264.57873,"%75 İndirimli ",40.9919149,28.7975316
"1958","ERCİYES ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","KAYSERİ","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",453127,264.2183,"İÖ TS-2 ",38.7105083,35.5337977
"1959","ULUSLARARASI KIBRIS ÜNİVERSİTESİ","İletişim Tasarımı","KKTC-LEFKOŞA","SÖZ","KKTC","Burslu/İndirimli","Gündüz","3 + 0",453188,264.21032,"Burslu ",35.220923,33.416627
"1960","ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ","Tarih","ERZİNCAN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","65 + 2",453685,264.15011,"Ücretsiz TS-2 ",39.7604905,39.5068728
"1961","GİRESUN ÜNİVERSİTESİ","Tarih","GİRESUN","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",453915,264.1246,"İÖ TS-2 ",40.9147814,38.322115
"1962","SELÇUK ÜNİVERSİTESİ","Sanat Tarihi","KONYA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",454248,264.08611,"Ücretsiz TS-2 ",38.029533,32.506051
"1963","YAKIN DOĞU ÜNİVERSİTESİ","Görsel İletişim Tasarımı","KKTC-LEFKOŞA","SÖZ","KKTC","Burslu/İndirimli","Gündüz","5 + 0",454430,264.06472,"Burslu TS-2 ",35.2290124,33.3246763
"1964","UŞAK ÜNİVERSİTESİ","Tarih","UŞAK","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",454444,264.0628,"İÖ TS-2 ",38.6719516,29.3302028
"1965","HALİÇ ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","24 + 0",455567,263.92869,"%75 İndirimli ",41.056168,28.950822
"1966","SİVAS CUMHURİYET ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","SİVAS","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",455831,263.89818,"Ücretsiz TS-2 ",39.7086847,37.0202941
"1967","PAMUKKALE ÜNİVERSİTESİ","Sanat Tarihi","DENİZLİ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",456708,263.79089,"Ücretsiz TS-2 ",37.7381573,29.1039378
"1968","NECMETTİN ERBAKAN ÜNİVERSİTESİ","Halkla İlişkiler ve Reklamcılık(Fakülte)","KONYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","50 + 2",460984,263.27062,"İÖ TS-2 ",37.8786688,32.4844151
"1969","BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ","Tarih","BALIKESİR","SÖZ","Devlet","İÖ-Ücretli","İkinci","40 + 1",461536,263.20552,"İÖ ",40.3374521,27.9360007
"1970","HATAY MUSTAFA KEMAL ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","HATAY","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",462443,263.09748,"Ücretsiz ",36.333781,36.198578
"1971","ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ","Tarih","ZONGULDAK","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",463924,262.92804,"İÖ TS-2 ",41.4513768,31.7630444
"1972","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Tasarımı ve Yönetimi","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","25 + 0",464282,262.88502,"İngilizce  %50 İndirimli TS-1 ",41.0671816,28.9455079
"1973","AKSARAY ÜNİVERSİTESİ","Halkla İlişkiler ve Reklamcılık(Fakülte)","AKSARAY","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",464429,262.86754,"Ücretsiz ",38.3251974,33.9776579
"1974","KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ","Tarih","KAHRAMANMARAŞ","SÖZ","Devlet","İÖ-Ücretli","İkinci","100 + 3",466076,262.68028,"İÖ TS-2 ",37.5858082,36.8193344
"1975","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","Tarih","BİLECİK","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",467468,262.51902,"İÖ TS-2 ",40.188883,29.968952
"1976","BEYKENT ÜNİVERSİTESİ","İletişim ve Tasarım","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","36 + 0",467691,262.49107,"%75 İndirimli TS-1 ",41.1173086,29.0036006
"1977","ÜSKÜDAR ÜNİVERSİTESİ","Görsel İletişim Tasarımı","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","44 + 0",469493,262.28111,"%75 İndirimli TS-2 ",41.0249783,29.0392553
"1978","BAŞKENT ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ANKARA","SÖZ","Vakıf","%50 İndirimli","Gündüz","26 + 0",470579,262.15319,"%50 İndirimli TS-2 ",39.8876842,32.6543665
"1979","BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ","Tarih","BURDUR","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",470608,262.15038,"İÖ TS-2 ",37.6909366,30.3431778
"1980","BATMAN ÜNİVERSİTESİ","Tarih","BATMAN","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",470665,262.14435,"Ücretsiz TS-2 ",37.7873005,41.0627914
"1981","UŞAK ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","UŞAK","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",470958,262.11038,"İÖ TS-2 ",38.6719516,29.3302028
"1982","ÖZYEĞİN ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Yüksekokul)","İSTANBUL","SÖZ","Vakıf","%25 İndirimli","Gündüz","22 + 0",471145,262.0891,"İngilizce  %25 İndirimli YGS-4 ",41.02939,29.259286
"1983","YAKIN DOĞU ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","KKTC-LEFKOŞA","SÖZ","KKTC","Burslu/İndirimli","Gündüz","4 + 0",471743,262.02291,"Burslu TS-2 ",35.2290124,33.3246763
"1984","KARABÜK ÜNİVERSİTESİ","Tarih","KARABÜK","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",472566,261.91961,"İÖ TS-2 ",41.2106646,32.6555019
"1985","AMASYA ÜNİVERSİTESİ","Tarih","AMASYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",472737,261.90059,"İÖ TS-2 ",40.653505,35.805281
"1986","KTO KARATAY ÜNİVERSİTESİ","İletişim Tasarımı ve Yönetimi","KONYA","SÖZ","Vakıf","%50 İndirimli","Gündüz","10 + 0",475972,261.50368,"%50 İndirimli TS-1 ",37.8654831,32.53697
"1987","KIRKLARELİ ÜNİVERSİTESİ","Tarih","KIRKLARELİ","SÖZ","Devlet","İÖ-Ücretli","İkinci","65 + 2",476193,261.48003,"İÖ TS-2 ",41.7948803,27.171464
"1988","ERCİYES ÜNİVERSİTESİ","Sanat Tarihi","KAYSERİ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",476329,261.46442,"Ücretsiz TS-2 ",38.7105083,35.5337977
"1989","DİCLE ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","DİYARBAKIR","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",477652,261.31802,"Ücretsiz TS-2 ",37.9203042,40.2658239
"1990","SELÇUK ÜNİVERSİTESİ","Reklamcılık","KONYA","SÖZ","Devlet","İÖ-Ücretli","İkinci","65 + 2",478648,261.20186,"İÖ TS-2 ",38.029533,32.506051
"1991","ANTALYA BİLİM ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Fakülte)","ANTALYA","SÖZ","Vakıf","%50 İndirimli","Gündüz","44 + 0",479692,261.08776,"İngilizce  %50 İndirimli TS-2 ",37.051938,30.621094
"1992","ANTALYA AKEV ÜNİVERSİTESİ","İletişim Tasarımı","ANTALYA","SÖZ","Vakıf","%75 İndirimli","Gündüz","5 + 0",479863,261.06879,"%75 İndirimli TS-1 ",36.8857776,30.9993873
"1993","BAHÇEŞEHİR ÜNİVERSİTESİ","Yeni Medya(Fakülte)","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","25 + 0",480524,260.9956,"İngilizce  %50 İndirimli TS-2 ",41.042165,29.0092591
"1994","KASTAMONU ÜNİVERSİTESİ","Halkla İlişkiler ve Reklamcılık(Fakülte)","KASTAMONU","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",481300,260.90745,"Ücretsiz TS-2 ",41.375878,33.7776307
"1995","UŞAK ÜNİVERSİTESİ","Gazetecilik","UŞAK","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",481513,260.87958,"Ücretsiz TS-2 ",38.6719516,29.3302028
"1996","KIBRIS SOSYAL BİLİMLER ÜNİVERSİTESİ","İlahiyat","KKTC-LEFKOŞA","SÖZ","KKTC","Burslu/İndirimli","Gündüz","60 + 0",481627,260.86536,"Burslu TS-1 ",35.2196301,33.425005
"1997","BEYKOZ ÜNİVERSİTESİ","Halkla İlişkiler ve Reklamcılık(Fakülte)","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","4 + 0",481857,260.83687,"%75 İndirimli ",41.095822,29.09205
"1998","NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ","Tarih","NİĞDE","SÖZ","Devlet","İÖ-Ücretli","İkinci","70 + 2",482964,260.70998,"İÖ TS-2 ",37.9414568,34.6243315
"1999","SİNOP ÜNİVERSİTESİ","Tarih","SİNOP","SÖZ","Devlet","İÖ-Ücretli","İkinci","80 + 2",484040,260.58741,"İÖ TS-2 ",42.005882,35.090169
"2000","ATATÜRK ÜNİVERSİTESİ","Tarih","ERZURUM","SÖZ","Devlet","İÖ-Ücretli","İkinci","90 + 3",486265,260.32501,"İÖ TS-2 ",39.9012531,41.2481848
"2001","DOĞUŞ ÜNİVERSİTESİ","Gastronomi ve Mutfak Sanatları(Fakülte)","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","48 + 0",489088,260.00393,"%50 İndirimli TS-2 ",41.0002029,29.0473255
"2002","İSTANBUL AYDIN ÜNİVERSİTESİ","Reklamcılık","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","36 + 0",489185,259.99034,"%75 İndirimli ",40.9919149,28.7975316
"2003","BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ","Medya ve İletişim(Fakülte)","BALIKESİR","SÖZ","Devlet","İÖ-Ücretli","İkinci","40 + 1",490302,259.86253,"İÖ ",40.3374521,27.9360007
"2004","MUNZUR ÜNİVERSİTESİ","Tarih","TUNCELİ","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",490432,259.84832,"Ücretsiz TS-2 ",39.0458013,39.5174454
"2005","HARRAN ÜNİVERSİTESİ","Tarih","ŞANLIURFA","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",490441,259.84748,"İÖ TS-2 ",37.118775,38.8192421
"2006","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","Gazetecilik","ISPARTA","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",491138,259.76802,"İÖ TS-2 ",37.8292005,30.5263249
"2007","BAŞKENT ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","ANKARA","SÖZ","Vakıf","%25 İndirimli","Gündüz","5 + 0",493026,259.55196,"%25 İndirimli TS-2 ",39.8876842,32.6543665
"2008","SİİRT ÜNİVERSİTESİ","Tarih","SİİRT","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",493697,259.4698,"Ücretsiz TS-2 ",37.9360072,41.9403985
"2009","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","Türk Dili ve Edebiyatı","İSTANBUL","SÖZ","Vakıf","%50 İndirimli","Gündüz","22 + 0",494349,259.39259,"%50 İndirimli TS-2 ",41.0337946,29.102576
"2010","BİNGÖL ÜNİVERSİTESİ","Tarih","BİNGÖL","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",494478,259.37842,"Ücretsiz TS-2 ",38.8983846,40.4878521
"2011","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","Coğrafya","ÇANKIRI","SÖZ","Devlet","İÖ-Ücretli","İkinci","60 + 2",495197,259.29433,"İÖ TS-1 ",40.6181403,33.6228597
"2012","KTO KARATAY ÜNİVERSİTESİ","Tarih","KONYA","SÖZ","Vakıf","%75 İndirimli","Gündüz","10 + 0",497000,259.09617,"%75 İndirimli TS-2 ",37.8654831,32.53697
"2013","SİVAS CUMHURİYET ÜNİVERSİTESİ","Radyo, Televizyon ve Sinema","SİVAS","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","60 + 2",497708,259.0142,"Ücretsiz ",39.7086847,37.0202941
"2014","LEFKE AVRUPA ÜNİVERSİTESİ","Görsel İletişim Tasarımı","KKTC-LEFKE","SÖZ","KKTC","Burslu/İndirimli","Gündüz","7 + 0",497859,258.99594,"Burslu TS-2 ",35.1300189,32.8304816
"2015","İNÖNÜ ÜNİVERSİTESİ","Gazetecilik","MALATYA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","70 + 2",498607,258.91568,"Ücretsiz TS-2 ",38.3302973,38.4399655
"2016","MALTEPE ÜNİVERSİTESİ","Halkla İlişkiler ve Tanıtım","İSTANBUL","SÖZ","Vakıf","%75 İndirimli","Gündüz","22 + 0",498804,258.89375,"İngilizce  %75 İndirimli TS-2 ",40.9581654,29.1889949
"2017","SÜLEYMAN DEMİREL ÜNİVERSİTESİ","Sanat Tarihi","ISPARTA","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","80 + 2",502599,258.47375,"Ücretsiz TS-2 ",37.8292005,30.5263249
"2018","AKSARAY ÜNİVERSİTESİ","Gazetecilik","AKSARAY","SÖZ","Devlet","Ücretsiz/Ücretli","Gündüz","40 + 1",503777,258.34339,"Ücretsiz TS-2 ",38.3251974,33.9776579
